T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
404991, 99, -482, 981, 3010, -3500, -1190
405011, 96, -476, 949, 2730, 350, -2380
405031, 117, -478, 912, -2730, 6440, -1330
405051, 166, -472, 845, -1540, -2940, -700
405071, 172, -476, 787, -2100, -3640, 1540
405091, 139, -478, 748, -4060, 560, 4760
405111, 109, -484, 767, -5390, 7280, 5740
405131, 112, -469, 744, -8400, 7700, 2730
405151, 105, -470, 795, -10710, 4270, 0
405171, 75, -500, 878, -12250, -2660, -2450
405191, 52, -508, 864, -19810, -10360, -8680
405211, 76, -490, 850, -20930, -26180, -19740
405231, 135, -505, 860, -19110, -46270, -37030
405251, 167, -524, 869, -31150, -38360, -37590
405271, 207, -515, 877, -24430, -12810, -17080
405291, 204, -512, 894, -19040, 0, -6930
405311, 175, -521, 915, -28420, 210, -11200
405331, 170, -573, 1026, -26600, 2030, -8820
405351, 204, -595, 1050, -28420, -980, -7280
405371, 225, -581, 957, -41020, -15400, -16030
405391, 215, -510, 809, -46410, -12530, -13300
405411, 169, -551, 880, -40250, 9800, 910
405431, 197, -599, 977, -28420, 25690, 13650
405451, 230, -612, 1000, -19530, 17010, 12950
405471, 248, -593, 959, -22960, 7070, 9590
405491, 257, -567, 877, -31920, 8330, 12040
405511, 233, -554, 816, -39830, 13370, 15890
405531, 262, -592, 873, -36820, 15540, 22120
405551, 276, -597, 845, -34230, 15120, 31220
405571, 208, -606, 829, -48230, 15610, 38010
405591, 243, -593, 813, -60620, 18270, 45850
405611, 212, -622, 811, -51730, 10430, 46130
405631, 184, -634, 813, -57470, 14560, 52920
405651, 151, -664, 838, -48720, 5670, 53480
405671, 139, -679, 819, -28420, -16240, 47460
405691, 85, -682, 772, -19110, -27580, 38430
405711, 91, -695, 770, -14910, -21560, 31920
405731, 89, -718, 788, -4830, -21770, 25620
405751, 65, -733, 795, 8750, -29470, 14980
405771, 62, -725, 731, 21350, -35070, 6860
405791, 90, -739, 705, 24500, -39690, 560
405811, 59, -722, 705, 24150, -35280, -5810
405831, 78, -710, 752, 21560, -22400, -16310
405851, 169, -678, 748, 22120, -28210, -24990
405871, 171, -681, 753, 25480, -49840, -31150
405891, 130, -699, 785, 27510, -59430, -32690
