T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
6065, -430, -870, 569, -14840, -17290, -87850
6085, -297, -840, 487, -21070, -6860, -109620
6105, -338, -963, 448, -24570, 22470, -62720
6125, -354, -915, 484, -24500, 100660, -63000
6145, -246, -846, 443, -17430, 113190, -63420
6165, -251, -739, 606, -4690, 76860, -94500
6185, -281, -865, 564, 17220, 27650, -35140
6205, -302, -888, 424, -19040, 11690, 38220
6225, -378, -861, 317, -66010, 55860, 50400
6245, -417, -854, 167, -95340, 69160, 67060
6265, -439, -864, 99, -117110, 39340, 65310
6285, -396, -905, 40, -96950, -2100, 25410
6305, -399, -949, 145, -20650, -10080, -24920
6325, -377, -911, 383, 63420, 8190, -59500
6345, -250, -821, 396, 84910, 5110, -67480
6365, -280, -869, 312, 39760, -20930, -31640
6385, -359, -926, 192, -46550, 22050, -13930
6405, -371, -966, -33, -115640, 71400, 7210
6425, -420, -1000, -160, -190680, 103390, 37450
6445, -404, -952, -181, -200900, 128730, 1050
6465, -348, -835, -134, -84070, 47390, -19460
6485, -314, -821, -94, 53130, -57610, -10500
6505, -355, -916, -87, 78680, -81690, -8400
6525, -417, -1013, -132, -9730, -24570, -7910
6545, -405, -953, -153, -106260, 34790, -10220
6565, -347, -823, -138, -114030, 34720, -19390
6585, -324, -787, -120, -58310, -2800, -35140
6605, -354, -914, -115, -18340, -22610, -53970
6625, -436, -1151, -120, -4760, -28910, -59010
6645, -497, -1250, -130, -15960, -34090, -31500
6665, -451, -1063, -139, -71050, -26460, 14770
6685, -368, -857, -133, -145740, -8260, 32200
6705, -318, -768, -125, -182140, -1330, 9170
6725, -320, -792, -125, -168070, -15400, -20370
6745, -333, -852, -116, -122290, -51590, -25340
6765, -343, -846, -90, -70910, -102620, 3990
6785, -357, -832, -94, -55230, -139160, 50330
6805, -383, -864, -123, -100520, -134680, 71330
6825, -390, -877, -140, -170800, -105560, 53760
6845, -350, -811, -130, -186480, -111230, 24920
6865, -300, -723, -101, -80710, -228060, 31010
6885, -278, -649, -86, -80710, -251160, 55370
6905, -286, -641, -99, -127960, -235620, 74480
6925, -316, -683, -128, -166740, -217700, 77490
6945, -345, -746, -149, -154280, -226310, 60900
6965, -368, -826, -157, -96250, -259910, 36260
6985, -374, -878, -134, -27790, -302400, 19600
7005, -343, -846, -102, -5180, -319830, 15120
7025, -348, -827, -120, -71260, -277690, 20370
7045, -260, -584, -101, -147770, -225050, 24430
7065, -249, -587, -126, -199150, -179550, 16870
7085, -391, -826, -201, -202930, -147420, -12740
