T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
466524, 552, -889, -17, 210, 17850, -1820
466544, 526, -856, -27, 2310, 16450, -910
466564, 514, -865, -59, -3220, 1470, -1330
466584, 574, -853, -30, -5740, 9590, -840
466604, 565, -863, -32, -5040, 1330, -3710
466624, 526, -861, -10, -2240, 2240, 420
466644, 532, -885, -57, -3290, 1680, 2660
466664, 579, -857, -70, -4690, -70, -3360
466684, 599, -851, -62, -3010, -4060, -5110
466704, 571, -836, -40, 2170, -4270, 420
466724, 519, -847, -22, 4060, 1190, 6440
466744, 494, -856, -36, 3290, 13790, 10570
466764, 551, -856, -47, 3010, 10150, 8820
466784, 539, -861, -3, 5320, 980, 5250
466804, 524, -865, -19, 6230, 1330, 6300
466824, 525, -861, 19, 3710, 9100, 6510
466844, 541, -868, -19, 6510, 8750, 6860
466864, 534, -877, -30, 2800, -3010, 5320
466884, 510, -883, 25, 1540, 2240, 5670
466904, 513, -883, -31, 4620, 6720, 9520
466924, 519, -885, -3, 4480, 8330, 8960
466944, 506, -892, 58, 6510, 15190, 7210
466964, 525, -890, 16, 6860, 15400, 5530
466984, 521, -883, 17, 2380, 5530, 3150
467004, 513, -888, 29, 420, 3850, 2940
467024, 547, -894, -13, -1820, 5250, 2380
467044, 518, -885, -10, -4760, -1050, 560
467064, 478, -884, 34, 0, 5460, 3360
467084, 417, -913, 100, 2660, 16240, 7490
467104, 480, -809, 75, 210, 7700, 3080
467124, 398, -818, -86, -11200, -64190, -5740
467144, 266, -828, -131, -46340, -124320, 4270
467164, 143, -583, -41, -45920, -125860, 29470
467184, 158, -872, -93, -9380, -109060, 50610
467204, -55, -933, -171, 20160, -81900, 326200
467224, -446, -900, -114, -72380, -67410, 385000
467244, -543, -975, -183, -64890, -92190, 436940
467264, -590, -996, -188, -30730, -97510, 322630
467284, -464, -861, -148, 7210, -61950, 74410
467304, -387, -817, -116, 19040, -19810, -138040
467324, -230, -851, -122, 12950, -12320, -212030
467344, -224, -976, -112, 6440, -33530, -121240
467364, -372, -1139, -144, 7420, -96950, 115710
467384, -605, -1263, -178, -8400, -150850, 363510
467404, -699, -1292, -214, -24430, -150290, 420280
467424, -599, -1155, -204, -38500, -102970, 257390
467444, -460, -1020, -172, -40530, -44800, 25760
467464, -348, -1009, -176, -4200, -48230, -90720
467484, -313, -1049, -137, 52220, -101850, -57260
467504, -396, -1152, -137, 70840, -144130, 86310
467524, -568, -1268, -186, 24080, -150710, 253120
467544, -631, -1263, -219, -33950, -118720, 309260
467564, -537, -1110, -211, -55300, -74760, 207410
467584, -418, -959, -176, -20300, -50400, 44660
467604, -310, -860, -147, 49140, -67550, -48440
467624, -266, -823, -112, 92190, -94430, -39620
467644, -308, -870, -122, 63210, -76790, 32410
467664, -409, -971, -167, -2450, -41370, 123480
467684, -462, -1013, -189, -39060, -13370, 170660
467704, -444, -970, -178, -24430, 3710, 137900
467724, -386, -880, -161, 23800, 13300, 52780
467744, -300, -775, -126, 60760, 33740, -30800
467764, -262, -729, -109, 72660, 52570, -59990
467784, -293, -768, -129, 38080, 90860, -37170
467804, -350, -842, -153, -7910, 129080, 9800
467824, -394, -895, -164, -15120, 141050, 47040
467844, -421, -930, -164, 20020, 134120, 43260
467864, -415, -932, -155, 61600, 133210, -2660
467884, -390, -923, -137, 90370, 141190, -64120
467904, -384, -951, -140, 88340, 165760, -111510
