T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
7665,-210,-547,-94,78820,122990,6860
7685,-210,-542,-91,90510,132510,2730
7705,-210,-565,-99,76580,149870,17850
7725,-248,-630,-109,65730,153020,56070
7745,-284,-713,-109,78470,129850,112070
7765,-385,-910,-116,142030,51030,204540
7785,-459,-1083,-123,130970,46830,205170
7805,-495,-1185,-143,70070,75180,174020
7825,-450,-1141,-156,24290,80500,154560
7845,-412,-1057,-142,26880,37030,190190
7865,-462,-1118,-144,50400,-25410,256060
7885,-580,-1344,-176,50750,-60270,290710
7905,-668,-1536,-205,23100,-61530,263690
7925,-651,-1589,-230,-6370,-63770,204330
7945,-585,-1497,-208,3850,-103950,182490
7965,-569,-1425,-190,33670,-167300,225820
7985,-618,-1453,-208,21910,-194250,281120
8005,-656,-1522,-240,-16660,-185010,290850
8025,-645,-1534,-250,-24430,-182420,255010
8045,-607,-1495,-234,14140,-207900,217700
8065,-622,-1537,-235,51730,-234570,210910
8085,-674,-1623,-252,53970,-235550,223020
8105,-634,-1524,-251,48720,-223160,217630
8125,-531,-1299,-220,62090,-213990,189630
8145,-443,-1106,-195,82320,-204680,166740
8165,-416,-1016,-184,94220,-185710,158690
8185,-424,-1012,-187,99890,-153650,148050
8205,-422,-1007,-184,106330,-111370,114310
8225,-365,-909,-162,112350,-61250,59640
8245,-296,-783,-147,108360,-6790,12600
8265,-254,-670,-123,95200,42420,-1890
8285,-242,-603,-116,78750,91140,10010
8305,-258,-583,-122,66290,132650,25270
8325,-309,-630,-137,60690,173250,19530
8345,-397,-763,-155,66710,215600,-23660
8365,-524,-1011,-176,90230,253330,-105210
8385,-653,-1406,-181,126770,283920,-211190
8405,-708,-1775,-206,142240,318290,-310100
8425,-704,-1745,-264,86730,368130,-337120
8445,-714,-1544,-275,32830,370580,-248640
8465,-835,-1627,-265,87920,290920,-162400
8485,-919,-1832,-261,173460,227920,-205520
8505,-836,-1917,-260,200270,219590,-351330
8525,-784,-1921,-279,173460,227500,-462490
8545,-873,-1950,-298,158130,174370,-402990
8565,-885,-1839,-279,168560,77070,-268310
8585,-759,-1619,-240,174160,14140,-259210
8605,-616,-1441,-211,151830,-840,-363020
8625,-557,-1343,-194,122080,-22400,-410480
8645,-544,-1248,-179,100520,-75320,-344960
8665,-497,-1085,-163,35490,-142240,-226800
8685,-402,-885,-141,-13860,-128800,-251930
8705,-329,-741,-127,-45850,-119630,-270830
8725,-247,-623,-119,-51240,-126560,-262850
8745,-209,-557,-101,-44380,-135450,-227290
8765,-169,-504,-95,-43050,-139930,-170660
8785,-162,-486,-93,-45360,-140700,-108290
8805,-165,-482,-98,-52150,-129290,-46760
8825,-172,-491,-103,-47950,-119910,910
8845,-193,-523,-111,-32970,-112000,37170
8865,-206,-556,-114,-420,-113820,64330
8885,-230,-613,-113,40740,-121380,85330
8905,-248,-676,-106,77280,-128730,105350
8925,-291,-784,-107,92400,-127610,129360
8945,-364,-955,-127,79310,-115570,158830
8965,-475,-1200,-177,50260,-99260,188510
8985,-553,-1372,-201,43050,-105490,217560
9005,-549,-1369,-191,71890,-141330,236180
9025,-529,-1337,-182,100310,-177240,246190
9045,-583,-1454,-208,95830,-188650,253610
9065,-673,-1657,-246,82880,-196910,268240
9085,-759,-1845,-272,90230,-218750,278530
9105,-763,-1856,-279,101570,-246400,274680
9125,-730,-1778,-276,100380,-263060,255990
9145,-697,-1696,-273,100240,-276080,238630
9165,-667,-1606,-261,114520,-293930,229740
9185,-625,-1509,-250,127260,-300300,211260
9205,-599,-1469,-250,124600,-285320,177590
9225,-587,-1473,-250,118860,-262080,143920
9245,-568,-1431,-239,127470,-247660,128940
9265,-508,-1283,-215,140000,-234500,130970
9285,-431,-1077,-189,133070,-201880,130830
9305,-350,-883,-170,112350,-151480,121170
9325,-286,-731,-153,99540,-98700,104720
9345,-252,-649,-135,98700,-47810,87920
9365,-236,-606,-126,95620,10640,68670
9385,-243,-609,-125,85820,70770,57120
9405,-266,-641,-130,67060,135380,48160
9425,-316,-702,-142,43820,201880,34090
9445,-373,-800,-150,30310,254590,21490
9465,-452,-942,-165,26040,301070,-11130
9485,-541,-1142,-179,33670,337260,-58730
9505,-645,-1403,-204,44030,370720,-125440
9525,-707,-1607,-232,47250,402640,-192920
9545,-698,-1598,-239,54320,416850,-246540
9565,-717,-1538,-245,87710,375130,-228130
9585,-788,-1626,-259,135030,330540,-246470
9605,-861,-1814,-274,184030,291200,-309400
9625,-838,-1923,-263,216650,251440,-368200
9645,-737,-1786,-235,204190,210490,-352730
9665,-666,-1527,-225,170660,161280,-271250
9685,-673,-1436,-227,161420,109550,-225400
9705,-637,-1373,-201,176610,65660,-252490
9725,-571,-1326,-173,180320,32060,-298200
9745,-494,-1225,-148,147490,6090,-292530
9765,-449,-1086,-144,91140,-17990,-229110
9785,-422,-947,-141,51940,-46060,-168490
9805,-384,-833,-124,39900,-72450,-154630
9825,-332,-740,-109,34930,-87640,-179410
9845,-285,-676,-95,20790,-94710,-200760
9865,-243,-630,-88,-1190,-103460,-192710
9885,-222,-586,-83,-21350,-116830,-152600
9905,-208,-549,-83,-35980,-134890,-93100
9925,-206,-521,-83,-45430,-153580,-35560
9945,-211,-511,-89,-53620,-162890,5530
9965,-212,-513,-93,-59640,-162120,22750
9985,-218,-540,-99,-59220,-156240,22680
10005,-241,-616,-109,-47600,-157150,26040
10025,-279,-736,-119,-19600,-174300,48580
10045,-359,-928,-129,16520,-203560,94710
10065,-476,-1174,-146,40180,-229670,154420
10085,-567,-1335,-183,23100,-227360,196140
10105,-543,-1295,-218,-24710,-200690,197260
10125,-497,-1227,-211,-35140,-199080,175350
10145,-513,-1296,-205,21140,-243670,175700
10165,-614,-1516,-212,86170,-294140,206290
10185,-718,-1723,-253,102690,-308420,238980
10205,-708,-1690,-293,67620,-282520,234710
10225,-630,-1536,-277,51240,-267610,200480
10245,-654,-1629,-272,106680,-299390,178640
10265,-758,-1888,-281,170030,-330330,175350
10285,-805,-1986,-321,177590,-318990,171780
10305,-677,-1677,-297,145390,-282100,154840
10325,-525,-1312,-236,151690,-272650,136150
10345,-436,-1098,-201,194600,-281400,129150
10365,-415,-1037,-194,206500,-253330,116060
10385,-393,-997,-192,182000,-187460,88900
10405,-358,-922,-183,155890,-115640,58170
10425,-297,-799,-158,152180,-62580,42700
10445,-255,-674,-137,148050,32410,61880
10465,-231,-593,-128,117040,103810,71400
10485,-240,-561,-136,81550,181090,69020
10505,-225,-510,-132,60410,250320,54250
10525,-243,-505,-131,51870,310800,26530
10545,-276,-529,-136,57610,354340,-70
10565,-349,-643,-150,67270,395850,-46130
10585,-487,-877,-183,88830,428680,-111440
10605,-666,-1260,-217,128940,450170,-200200
10625,-792,-1682,-232,169680,465780,-303450
10645,-721,-1730,-237,165270,482580,-356650
10665,-648,-1463,-252,135450,465500,-285320
10685,-680,-1372,-262,162820,395010,-181790
10705,-729,-1415,-249,242970,313950,-174160
