T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
181588,-370,-877,-107,-34020,-53620,-35280
181608,-377,-898,-111,-32060,-90580,-28770
181628,-399,-932,-115,-36050,-123900,-7910
181648,-411,-942,-123,-53690,-143500,6090
181668,-407,-925,-131,-77770,-150570,-1190
181688,-388,-897,-135,-93380,-155330,-23030
181708,-369,-874,-136,-91700,-168070,-38360
181728,-373,-895,-136,-81690,-186130,-34020
181748,-417,-981,-146,-76650,-200480,-13510
181768,-461,-1061,-157,-78470,-207130,6930
181788,-445,-1026,-157,-83230,-206920,8190
181808,-387,-916,-150,-92260,-197050,-14210
181828,-342,-833,-150,-104160,-178850,-38990
181848,-339,-836,-157,-104860,-165060,-43820
181868,-365,-901,-162,-84350,-163030,-27930
181888,-406,-991,-160,-49070,-167860,-4970
181908,-429,-1045,-159,-22820,-163520,8960
181928,-411,-1010,-158,-27790,-135450,2800
181948,-365,-912,-161,-56560,-89460,-16940
181968,-334,-854,-161,-72310,-51240,-29820
181988,-335,-857,-161,-54110,-35630,-24290
182008,-365,-921,-160,-14350,-34020,-5530
182028,-407,-1009,-159,21420,-28070,12950
182048,-423,-1037,-158,35490,-6440,19250
182068,-385,-952,-157,24010,31780,9310
182088,-346,-871,-154,4340,73010,-7350
182108,-333,-838,-153,-210,101010,-13790
182128,-352,-866,-154,18830,110250,-2800
182148,-390,-942,-153,49980,108920,17570
182168,-427,-1006,-147,85470,118930,32340
182188,-414,-981,-145,70420,142590,14420
182208,-384,-921,-141,48650,166180,-5390
182228,-361,-873,-140,43260,172340,-7000
182248,-356,-860,-134,57960,159460,10780
182268,-378,-891,-133,76580,141540,31780
182288,-412,-959,-131,82600,132300,38010
182308,-427,-992,-130,73290,132930,24780
182328,-407,-961,-127,57330,134400,3780
182348,-377,-906,-120,45220,126980,-7350
182368,-362,-876,-116,39480,110110,-280
182388,-379,-900,-118,37170,89320,15750
182408,-406,-949,-120,36540,68040,25760
182428,-416,-971,-117,34370,49070,20860
182448,-402,-959,-114,25200,34790,4480
182468,-386,-926,-111,7280,24080,-9660
182488,-376,-899,-116,-10780,10360,-10920
182508,-376,-890,-118,-18550,-10850,-2660
182528,-382,-904,-120,-17150,-35420,3850
182548,-398,-942,-122,-16730,-55160,1680
182568,-412,-980,-125,-22890,-67970,-6930
182588,-410,-982,-127,-32620,-78820,-14280
182608,-397,-948,-127,-42840,-90300,-15960
182628,-378,-901,-129,-52710,-100450,-13720
182648,-372,-883,-134,-60620,-106540,-13790
182668,-376,-904,-138,-62020,-111020,-16660
182688,-391,-941,-142,-55370,-117180,-18550
182708,-397,-964,-140,-45010,-124880,-15680
182728,-399,-961,-142,-42420,-126840,-11340
182748,-386,-933,-145,-52570,-117950,-10710
182768,-373,-905,-148,-64890,-103040,-15540
182788,-367,-904,-152,-63980,-92610,-22120
182808,-368,-915,-149,-46620,-90930,-22960
182828,-374,-930,-146,-25550,-91140,-15960
182848,-383,-950,-149,-17500,-81830,-6370
182868,-390,-960,-154,-25200,-60130,-1400
182888,-380,-940,-154,-32200,-37240,-2170
182908,-364,-910,-149,-24920,-22960,-5110
182928,-361,-903,-147,-9100,-14350,-5180
182948,-377,-939,-150,840,-2100,-700
182968,-396,-972,-153,5180,13090,6300
182988,-397,-971,-148,12250,25480,11760
183008,-381,-934,-145,22540,34720,11620
183028,-364,-895,-142,25340,48510,5460
183048,-361,-886,-144,18410,67760,-630
183068,-376,-922,-146,28490,81900,10360
183088,-399,-964,-143,50540,71890,23450
183108,-412,-984,-137,59710,69090,26740
183128,-406,-964,-135,44240,83160,13860
183148,-385,-925,-138,21840,100660,-4410
183168,-371,-899,-135,18270,101500,-10360
183188,-373,-910,-134,35490,83370,2100
183208,-398,-953,-130,52500,61810,21280
183228,-415,-970,-129,51240,53480,26390
183248,-398,-938,-129,32130,60340,8610
183268,-368,-887,-128,13230,67830,-16590
183288,-344,-854,-123,10010,61530,-24640
183308,-356,-880,-123,20650,41510,-9450
183328,-396,-951,-125,30240,19250,16100
183348,-434,-1018,-131,26530,6510,30240
183368,-429,-1007,-131,8960,6230,18340
183388,-391,-934,-126,-11340,9730,-10570
183408,-354,-874,-125,-22120,5530,-29190
183428,-360,-888,-125,-19180,-11060,-22400
183448,-395,-950,-130,-8750,-34860,1890
183468,-417,-980,-132,-1680,-54880,21420
183488,-400,-938,-127,-9660,-58660,14840
183508,-364,-878,-132,-33670,-45570,-13090
183528,-346,-860,-134,-52360,-34580,-34930
183548,-356,-885,-134,-45710,-44100,-30380
183568,-387,-941,-134,-21700,-68670,-3710
183588,-416,-990,-135,-6440,-86450,21910
183608,-422,-993,-141,-18760,-79940,22540
