T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
74492,68,-1173,-32,436030,320530,-1150870
74512,-387,-952,-390,-301000,426230,-97930
74532,-847,-1494,-581,-168630,224630,337330
74552,-1998,-1998,-1039,423990,-76860,225820
74572,-1595,-1998,-125,873810,-236250,-484050
74592,-190,-1819,-327,234010,252560,-1048530
74612,-611,-1576,-472,-50260,293510,-437780
74632,-596,-1438,-336,428820,-148610,129290
74652,-1295,-1998,-236,582470,-246820,176890
74672,-1328,-1998,-518,239540,84980,-151620
74692,-559,-1684,-477,42070,357350,-659540
74712,-296,-1198,-223,393050,17430,-441490
74732,-320,-979,-27,537390,-224980,-42910
74752,-675,-1249,-206,286440,-145670,177940
74772,-660,-1204,-291,-24430,82180,93940
74792,-532,-1008,-282,-37660,175840,-179340
74812,-374,-819,-239,187250,46480,-305830
74832,-104,-537,-47,388360,-116270,-291830
74852,-49,-444,3,339710,-113610,-198660
74872,-108,-422,-62,117040,-11410,-31710
74892,-155,-413,-132,-71960,77000,111930
74912,-211,-466,-162,-162400,151830,162680
74932,-218,-494,-161,-141890,190540,153230
74952,-203,-481,-136,-13510,159670,132300
74972,-205,-487,-115,136640,109060,121100
74992,-207,-511,-61,219730,102620,105000
75012,-263,-665,-35,200130,161770,82390
75032,-483,-1115,-165,39970,297150,66430
75052,-705,-1617,-325,-212520,478170,52990
75072,-655,-1481,-264,-306740,522200,39900
75092,-553,-1200,-121,-121030,332080,77490
75112,-564,-1216,-91,42910,166600,94010
75132,-815,-1759,-237,-36610,186130,25830
75152,-1008,-1998,-363,-260610,328580,-110110
75172,-992,-1998,-288,-307580,342580,-223090
75192,-920,-1998,-199,-146230,120750,-145040
75212,-1011,-1998,-313,-140210,-23240,-31430
75232,-949,-1998,-330,-341810,29750,-81760
75252,-734,-1731,-194,-385560,8890,-198940
75272,-601,-1458,-160,-279930,-145530,-206570
75292,-766,-1652,-280,-318640,-224700,-128450
75312,-899,-1852,-361,-489860,-198660,-46830
75332,-734,-1525,-285,-556780,-219940,-21350
75352,-563,-1234,-220,-472570,-328160,-40460
75372,-565,-1182,-255,-422870,-408380,-31570
75392,-708,-1314,-322,-508620,-448910,157220
75412,-735,-1307,-313,-430570,-531230,212240
75432,-620,-1112,-269,-348670,-582120,173740
75452,-500,-894,-234,-335580,-573510,109270
75472,-425,-752,-236,-341600,-559440,89180
75492,-396,-651,-221,-307230,-570220,108010
75512,-338,-546,-199,-237230,-594510,121030
75532,-289,-461,-166,-175000,-595490,107100
75552,-228,-379,-140,-152110,-557830,73570
75572,-186,-328,-122,-168560,-490630,35700
75592,-158,-297,-114,-204680,-408590,6510
75612,-138,-279,-109,-231630,-337680,-9240
75632,-122,-269,-107,-235830,-287140,-11060
75652,-113,-274,-103,-220360,-251790,-4620
75672,-111,-288,-103,-192150,-223230,4480
75692,-109,-313,-91,-156240,-197540,14420
75712,-107,-354,-85,-123970,-167090,27930
75732,-158,-493,-87,-110390,-124740,50610
75752,-319,-880,-141,-126420,-63280,83090
75772,-658,-1671,-219,-175700,29120,101780
75792,-956,-1998,-529,-275100,176050,73010
75812,-680,-1802,-268,-287560,226800,89880
75832,-533,-1327,-209,-97930,94360,171780
75852,-617,-1386,-246,-154350,150010,233730
75872,-876,-1998,-392,-244650,248360,209580
75892,-1105,-1998,-487,-300230,349580,103250
75912,-876,-1998,-302,-239400,365260,38010
75932,-948,-1998,-393,-168560,311570,89320
75952,-1093,-1998,-468,-313950,399700,139370
75972,-1055,-1998,-413,-335230,432180,62160
75992,-832,-1998,-261,-214130,391930,-63980
76012,-835,-1998,-351,-159110,355110,-82110
76032,-876,-1959,-391,-308560,438970,-45430
76052,-782,-1774,-324,-301420,428260,-45920
76072,-633,-1506,-182,-151690,351680,-108430
76092,-569,-1390,-259,-50960,307020,-154630
76112,-441,-1124,-225,-124110,395500,-199780
76132,-341,-888,-200,-130130,442960,-199710
76152,-300,-719,-186,-34440,388640,-124250
76172,-282,-599,-181,7490,384650,-50960
76192,-250,-500,-177,40460,403270,-17150
76212,-236,-438,-181,100590,406840,-12320
76232,-218,-376,-178,148960,429870,-15400
76252,-183,-297,-153,194320,464240,-21420
76272,-153,-242,-151,244790,490420,-11340
76292,-164,-220,-142,267820,554750,77140
76312,-180,-204,-138,242340,596680,141890
76332,-195,-195,-145,210350,629090,196350
76352,-253,-251,-158,155540,673470,234850
76372,-327,-361,-180,93170,720020,246680
76392,-502,-653,-221,49070,751730,228130
76412,-1043,-1651,-362,50820,752850,157780
76432,-1767,-1998,-548,117740,722330,-42350
76452,-1045,-1998,-254,176820,683480,-378420
76472,-652,-1563,-192,94850,636230,-416220
76492,-795,-1609,-283,12880,534870,-191170
76512,-1317,-1998,-407,66850,405160,-121520
76532,-1371,-1998,-358,178080,296660,-299880
76552,-930,-1998,-244,189280,256340,-576380
76572,-949,-1998,-317,79800,202160,-556290
76592,-1248,-1998,-364,44240,40810,-312200
76612,-1165,-1998,-299,58030,-104720,-257110
76632,-864,-1790,-240,-38360,-108500,-456120
76652,-770,-1716,-246,-136360,-125720,-572320
76672,-808,-1739,-226,-137060,-266000,-471870
76692,-807,-1600,-214,-171430,-396270,-325500
76712,-721,-1327,-244,-328510,-403620,-285530
76732,-591,-1014,-239,-479500,-373870,-325850
76752,-507,-820,-225,-505330,-419930,-346360
76772,-463,-712,-217,-468300,-522270,-302680
76792,-439,-636,-227,-448280,-620410,-214270
76812,-447,-576,-235,-458640,-687120,-111510
76832,-457,-522,-248,-477470,-727370,-14840
76852,-455,-460,-252,-481250,-759150,52360
76872,-426,-386,-243,-466060,-777700,78680
76892,-368,-301,-227,-438900,-783720,69580
76912,-320,-231,-209,-416710,-769720,34580
76932,-258,-169,-187,-413770,-727720,-14700
76952,-209,-126,-167,-422310,-671300,-66920
76972,-158,-91,-150,-437220,-603540,-111160
76992,-124,-80,-135,-452550,-531930,-146300
77012,-104,-92,-126,-467670,-456820,-172060
77032,-101,-129,-124,-475580,-385210,-185290
77052,-112,-199,-126,-464660,-328300,-182490
77072,-147,-363,-149,-427490,-292950,-164850
77092,-303,-859,-204,-360780,-278670,-132300
77112,-838,-1998,-177,-263970,-284550,-76930
77132,-1718,-1998,-634,-157360,-305760,24780
77152,-641,-1339,-330,-309750,-247450,328790
77172,-553,-1017,-254,-416640,-198380,304500
77192,-467,-1123,-213,-217980,-198870,185150
77212,-753,-1998,-313,-102060,-234430,122080
77232,-1644,-1998,-616,-162540,-202230,317940
77252,-939,-1909,-391,-259770,-211470,532840
77272,-774,-1526,-325,-204610,-228690,503020
77292,-813,-1998,-340,-77770,-227780,333340
77312,-1169,-1998,-457,-13440,-203490,230300
77332,-869,-1998,-399,-73850,-143150,276290
77352,-837,-1803,-382,-90860,-150430,432810
77372,-723,-1602,-333,-21070,-159390,482370
77392,-725,-1662,-317,70350,-121730,362740
77412,-611,-1596,-285,75320,-9870,222180
77432,-466,-1341,-251,74690,67690,166670
77452,-452,-1122,-248,66080,114240,255570
77472,-436,-944,-244,60690,155540,361270
77492,-417,-820,-248,77770,207410,384300
77512,-382,-721,-252,96670,290220,331030
77532,-330,-591,-238,131670,375550,245140
77552,-291,-493,-231,186130,442050,175350
77572,-276,-428,-231,235480,499870,142240
77592,-298,-411,-241,264600,563850,136430
77612,-346,-444,-266,275450,631260,145390
77632,-380,-460,-288,290500,686910,153930
77652,-379,-436,-292,336840,716240,157220
77672,-375,-419,-278,406490,723240,169120
77692,-386,-443,-255,474460,715120,207340
77712,-463,-599,-246,512120,704060,271530
77732,-644,-932,-253,484820,719040,339010
77752,-863,-1461,-334,373030,780080,377720
77772,-1009,-1823,-388,199010,854490,375830
77792,-1002,-1915,-360,66640,866110,360850
77812,-1064,-1998,-347,31360,783720,346220
77832,-1159,-1998,-359,-26950,726600,300860
77852,-1229,-1998,-437,-139300,730380,165480
77872,-1248,-1998,-357,-223580,729610,-14140
77892,-1165,-1998,-317,-181300,588070,-59500
77912,-1186,-1998,-361,-201600,471800,-79380
77932,-1040,-1998,-283,-304920,437500,-156310
77952,-995,-1998,-254,-284340,340620,-258090
77972,-910,-1998,-245,-237300,199220,-259770
77992,-866,-1907,-275,-311920,134540,-239820
78012,-709,-1584,-210,-400820,89110,-229810
78032,-596,-1324,-169,-374850,-17360,-245490
78052,-511,-1123,-172,-348530,-128590,-223370
78072,-482,-981,-191,-456540,-231770,-112700
78092,-463,-845,-201,-470540,-294980,-57680
78112,-412,-707,-183,-439670,-366450,-40040
78132,-356,-570,-161,-399070,-430290,-36470
78152,-303,-446,-149,-380730,-474810,-24220
78172,-287,-366,-148,-378490,-501480,-140
78192,-260,-293,-149,-365540,-530740,20440
78212,-246,-244,-138,-342860,-553000,26040
78232,-224,-200,-129,-325150,-558740,14910
78252,-195,-154,-122,-316750,-552090,-8680
78272,-160,-110,-113,-325010,-523950,-40530
78292,-139,-91,-105,-350490,-473970,-79380
78312,-115,-85,-100,-384230,-410130,-123760
78332,-108,-101,-93,-415590,-338310,-169610
78352,-109,-128,-85,-436800,-265720,-212030
78372,-125,-202,-86,-445900,-199710,-250880
78392,-207,-406,-109,-447580,-135590,-283570
78412,-786,-1913,-412,-429310,-86030,-304990
78432,-1187,-1998,-661,-356440,-68250,-321090
78452,-878,-1974,-226,-338660,-104370,-142240
78472,-560,-1105,-286,-354830,-232540,238070
78492,-601,-1096,-225,-530460,-83510,249550
78512,-746,-1825,-312,-484400,-35840,123620
78532,-1492,-1998,-677,-404180,-20230,0
78552,-869,-1998,-349,-385000,14490,31850
78572,-869,-1714,-398,-391930,-60480,265020
78592,-951,-1998,-408,-505260,-15750,381010
78612,-1221,-1998,-517,-414540,-34720,275660
78632,-781,-1998,-290,-305270,-31360,118020
78652,-875,-1972,-395,-253470,-56490,121170
78672,-857,-1761,-383,-387310,-20440,343280
78692,-733,-1521,-329,-358820,-51660,425670
78712,-490,-1154,-228,-257600,-50750,312270
78732,-352,-985,-209,-180460,-9870,160300
78752,-409,-1084,-238,-164010,51520,106890
78772,-459,-1136,-246,-163030,110880,145040
78792,-421,-977,-222,-105980,116690,206500
78812,-339,-755,-207,-46060,132790,230930
78832,-256,-558,-195,-38780,205800,199150
78852,-220,-451,-199,-35770,293090,143570
78872,-212,-387,-198,-13510,370930,101430
78892,-197,-342,-199,42560,427490,76160
78912,-195,-314,-211,126350,455280,67830
78932,-228,-319,-224,214760,469070,78050
78952,-248,-325,-236,293090,489440,96810
78972,-271,-354,-239,455000,518070,126630
78992,-309,-441,-235,522060,523950,158480
79012,-378,-640,-223,553770,533400,213220
79032,-538,-1011,-190,517720,562520,287700
79052,-800,-1524,-289,350490,639590,368620
79072,-947,-1806,-374,126770,720160,421680
79092,-906,-1794,-335,56210,663600,453320
79112,-986,-1956,-279,95130,531370,471380
79132,-1146,-1998,-355,4200,512960,406490
79152,-1139,-1998,-424,-195230,587160,245420
79172,-1085,-1998,-369,-257180,544810,151340
79192,-1178,-1998,-354,-217280,392350,207130
79212,-1169,-1998,-396,-295680,339080,193130
79232,-1027,-1998,-348,-383950,339570,35420
79252,-902,-1998,-268,-348320,249200,-59360
79272,-928,-1998,-288,-334250,129430,-980
79292,-891,-1939,-325,-433160,83860,59780
79312,-731,-1607,-271,-478030,36470,25900
79332,-626,-1435,-223,-417760,-62160,-23730
79352,-589,-1331,-211,-362950,-161000,-14980
79372,-555,-1162,-220,-380240,-216370,39410
79392,-483,-921,-207,-430010,-238000,85470
79412,-398,-704,-181,-430780,-275100,99820
79432,-312,-525,-151,-384440,-326060,87080
79452,-268,-433,-128,-329070,-366660,63630
79472,-234,-366,-117,-289450,-390530,45290
79492,-214,-322,-111,-265510,-407680,36120
79512,-206,-292,-108,-253400,-415240,33040
79532,-184,-256,-106,-245000,-416080,24570
79552,-181,-244,-105,-235410,-410200,4550
79572,-162,-223,-99,-231280,-387940,-27090
79592,-146,-213,-90,-231210,-355460,-71680
79612,-139,-216,-85,-239190,-308840,-121170
79632,-137,-237,-80,-252840,-251790,-170800
79652,-164,-314,-83,-266910,-191520,-216090
79672,-208,-465,-106,-274190,-132580,-250460
79692,-366,-888,-151,-263760,-86590,-271530
79712,-750,-1998,-233,-233870,-54670,-273350
79732,-1105,-1998,-511,-206500,-28280,-250320
79752,-608,-1373,-242,-325850,43960,-118860
79772,-520,-1067,-199,-375480,8540,69230
79792,-543,-1222,-187,-342370,-1540,49980
79812,-858,-1998,-269,-316400,52710,-53690
79832,-1250,-1998,-565,-294910,91910,-146930
79852,-885,-1998,-338,-429380,222810,-154770
79872,-764,-1703,-283,-361900,94150,72940
79892,-901,-1998,-328,-371840,128450,-4340
79912,-1048,-1998,-461,-398230,194600,-117810
79932,-846,-1998,-312,-340690,168000,-114660
79952,-805,-1924,-318,-310170,100870,35420
79972,-860,-1935,-366,-392280,139580,81760
79992,-773,-1823,-345,-377020,155190,-140
80012,-537,-1423,-229,-290220,140630,-93450
80032,-391,-1109,-195,-216440,98560,-64750
80052,-372,-959,-203,-245630,125020,13090
80072,-384,-906,-223,-272720,168350,66360
80092,-347,-811,-213,-220430,168420,76370
80112,-300,-709,-192,-129640,164990,45220
