T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
0,0.6758620689655173,0.674496644295302,0.058823529411764705,-63980,-92610,-22120
20,0.6689655172413793,0.6375838926174496,0.14705882352941177,-46620,-90930,-22960
40,0.6275862068965518,0.587248322147651,0.23529411764705882,-25550,-91140,-15960
60,0.5655172413793104,0.5201342281879194,0.14705882352941177,-17500,-81830,-6370
80,0.5172413793103449,0.4865771812080537,0.0,-25200,-60130,-1400
100,0.5862068965517241,0.5536912751677853,0.0,-32200,-37240,-2170
120,0.696551724137931,0.6543624161073825,0.14705882352941177,-24920,-22960,-5110
140,0.7172413793103448,0.6778523489932886,0.20588235294117646,-9100,-14350,-5180
160,0.6068965517241379,0.5570469798657718,0.11764705882352941,840,-2100,-700
180,0.47586206896551725,0.4463087248322148,0.029411764705882353,5180,13090,6300
200,0.4689655172413793,0.44966442953020136,0.17647058823529413,12250,25480,11760
220,0.5793103448275863,0.5738255033557047,0.2647058823529412,22540,34720,11620
240,0.696551724137931,0.7046979865771812,0.35294117647058826,25340,48510,5460
260,0.7172413793103448,0.7348993288590604,0.29411764705882354,18410,67760,-630
280,0.6137931034482759,0.6140939597315436,0.23529411764705882,28490,81900,10360
300,0.45517241379310347,0.47315436241610737,0.3235294117647059,50540,71890,23450
320,0.36551724137931035,0.40604026845637586,0.5,59710,69090,26740
340,0.4068965517241379,0.47315436241610737,0.5588235294117647,44240,83160,13860
360,0.5517241379310345,0.6040268456375839,0.47058823529411764,21840,100660,-4410
380,0.6482758620689655,0.6912751677852349,0.5588235294117647,18270,101500,-10360
400,0.6344827586206897,0.6543624161073825,0.5882352941176471,35490,83370,2100
420,0.46206896551724136,0.5100671140939598,0.7058823529411765,52500,61810,21280
440,0.3448275862068966,0.45302013422818793,0.7352941176470589,51240,53480,26390
460,0.46206896551724136,0.5604026845637584,0.7352941176470589,32130,60340,8610
480,0.6689655172413793,0.7315436241610739,0.7647058823529411,13230,67830,-16590
500,0.8344827586206897,0.8422818791946308,0.9117647058823529,10010,61530,-24640
520,0.7517241379310344,0.7550335570469798,0.9117647058823529,20650,41510,-9450
