T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
580568,0.782608695652174,0.45,0.8,-2660,210,-2940
580588,0.6956521739130435,0.5,0.6,-1400,1610,-1540
580608,0.8260869565217391,0.5,0.6666666666666666,-490,1820,-1190
580628,0.8260869565217391,0.65,0.5333333333333333,-560,910,-1750
580648,0.6086956521739131,0.7,0.5,-980,770,-1820
580668,0.43478260869565216,0.5,0.7,-1470,2030,-560
580688,0.8260869565217391,0.55,0.7333333333333333,-1750,1050,-1190
580708,0.782608695652174,0.625,0.4666666666666667,-1540,140,-1610
580728,0.5652173913043478,0.65,0.5333333333333333,-630,70,-1120
580748,0.5652173913043478,0.65,0.2,-770,210,-840
580768,1.0,0.475,0.8,-2100,-770,-1610
580788,1.0,0.3,0.9333333333333333,-3360,-840,-2170
580808,0.9565217391304348,0.5,0.7,-2380,70,-980
580828,0.8260869565217391,0.35,0.8666666666666667,-560,770,-420
580848,0.9565217391304348,0.475,0.6,-420,-70,-630
580868,0.9565217391304348,0.6,0.6666666666666666,-280,-140,-1120
580888,0.782608695652174,0.6,0.4,140,1190,-490
580908,0.4782608695652174,0.625,0.4666666666666667,210,2170,-70
580928,0.4782608695652174,0.65,0.43333333333333335,210,2310,0
580948,0.6086956521739131,0.5,0.8333333333333334,350,3360,1190
580968,0.5652173913043478,0.5,0.9666666666666667,-490,2870,630
580988,0.34782608695652173,1.0,0.5666666666666667,980,1610,-350
581008,0.5217391304347826,0.825,0.5666666666666667,1190,2520,1050
581028,0.21739130434782608,0.85,0.4,-210,1050,-70
581048,0.43478260869565216,0.675,0.7666666666666667,-910,1050,0
581068,0.4782608695652174,0.5,0.9666666666666667,-630,1610,630
581088,0.13043478260869565,0.8,0.8,350,2100,1190
581108,0.21739130434782608,0.85,0.3333333333333333,210,2170,1610
581128,0.43478260869565216,0.725,0.5666666666666667,-1470,70,-630
581148,0.2608695652173913,0.7,0.5333333333333333,-2100,490,-280
581168,0.5217391304347826,0.65,0.5666666666666667,-1680,840,280
581188,0.5217391304347826,0.65,0.6,-2100,-490,-1190
581208,0.8695652173913043,0.55,0.7,-2240,0,-350
581228,0.5652173913043478,0.425,0.9666666666666667,-1820,-280,-350
581248,0.21739130434782608,0.5,0.7333333333333333,-1610,-1330,-2100
581268,0.5652173913043478,0.675,0.8,-980,-420,-1400
581288,0.30434782608695654,0.65,0.8666666666666667,-840,630,-910
581308,0.6521739130434783,0.725,0.7666666666666667,-560,840,-910
581328,0.5217391304347826,0.775,0.5333333333333333,-280,350,-910
581348,0.43478260869565216,0.75,0.5333333333333333,-490,-910,-2170
581368,0.391304347826087,0.85,0.4,-350,-980,-2310
581388,0.5652173913043478,0.875,0.4666666666666667,-630,-630,-1960
581408,0.5217391304347826,0.75,0.5666666666666667,-1190,210,-1330
581428,0.21739130434782608,0.725,0.6333333333333333,-1120,1260,-350
581448,0.08695652173913043,0.55,0.8,-1540,280,-1120
581468,0.5217391304347826,0.725,0.5333333333333333,-1400,140,-840
581488,0.782608695652174,0.725,0.9,-1050,840,-210
581508,0.34782608695652173,0.625,0.6666666666666666,-2030,280,-1120
581528,0.17391304347826086,0.5,1.0,-2450,-560,-2170
581548,0.34782608695652173,0.65,0.6666666666666666,-1960,700,-1540
581568,0.0,0.7,0.6666666666666666,-910,1540,-630
581588,0.17391304347826086,0.825,0.3333333333333333,-1190,-420,-1470
581608,0.391304347826087,0.575,0.7333333333333333,-1400,-980,-1330
581628,0.5217391304347826,0.8,0.43333333333333335,-1890,350,-350
581648,0.30434782608695654,0.0,0.0,-1610,1190,-350
581668,0.30434782608695654,0.8,0.4666666666666667,-2450,1260,70
581688,0.5217391304347826,0.7,0.7333333333333333,-2240,0,-980
581708,0.30434782608695654,0.675,0.5333333333333333,-1680,1330,-420
581728,0.17391304347826086,0.55,0.8,-1680,700,-840
581748,0.2608695652173913,0.6,0.5,-1820,-1260,-2380
581768,0.6086956521739131,0.775,0.6,-1120,-1050,-1610
