T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
74492,1.0,0.4301355578727841,0.9664107485604606,436030,320530,-1150870
74512,0.7797676669893514,0.5453597497393118,0.6228406909788867,-301000,426230,-97930
74532,0.5571151984511132,0.26277372262773724,0.43953934740882916,-168630,224630,337330
74552,0.0,0.0,0.0,423990,-76860,225820
74572,0.19506292352371732,0.0,0.8771593090211133,873810,-236250,-484050
74592,0.8751210067763795,0.09332638164754953,0.6833013435700576,234010,252560,-1048530
74612,0.6713455953533398,0.22002085505735142,0.5441458733205374,-50260,293510,-437780
74632,0.6786060019361084,0.291970802919708,0.6746641074856046,428820,-148610,129290
74652,0.34027105517909,0.0,0.7706333973128598,582470,-246820,176890
74672,0.324298160696999,0.0,0.5,239540,84980,-151620
74692,0.6965150048402711,0.16371220020855057,0.5393474088291746,42070,357350,-659540
74712,0.8238141335914811,0.4171011470281543,0.783109404990403,393050,17430,-441490
74732,0.8121974830590513,0.5312825860271115,0.9712092130518234,537390,-224980,-42910
74752,0.6403678606001936,0.3905109489051095,0.7994241842610365,286440,-145670,177940
74772,0.6476282671829623,0.41397288842544316,0.7178502879078695,-24430,82180,93940
74792,0.7095837366892546,0.516162669447341,0.7264875239923224,-37660,175840,-179340
74812,0.7860600193610843,0.6147028154327424,0.7677543186180422,187250,46480,-305830
74832,0.9167473378509197,0.7617309697601669,0.9520153550863724,388360,-116270,-291830
74852,0.9433688286544046,0.8102189781021898,1.0,339710,-113610,-198660
74872,0.914811229428848,0.821689259645464,0.9376199616122841,117040,-11410,-31710
74892,0.8920619554695063,0.8263816475495308,0.8704414587332053,-71960,77000,111930
74912,0.8649564375605033,0.7987486965589156,0.8416506717850288,-162400,151830,162680
74932,0.861568247821878,0.7841501564129302,0.8426103646833013,-141890,190540,153230
74952,0.8688286544046466,0.7909280500521376,0.8666026871401151,-13510,159670,132300
74972,0.8678606001936109,0.7877997914494265,0.8867562380038387,136640,109060,121100
74992,0.866892545982575,0.7752867570385819,0.9385796545105566,219730,102620,105000
75012,0.8397870280735721,0.6949947862356621,0.963531669865643,200130,161770,82390
75032,0.7333010648596321,0.46037539103232533,0.8387715930902111,39970,297150,66430
75052,0.6258470474346564,0.1986444212721585,0.6852207293666027,-212520,478170,52990
75072,0.6500484027105518,0.26955161626694474,0.7437619961612284,-306740,522200,39900
75092,0.6994191674733785,0.41605839416058393,0.8809980806142035,-121030,332080,77490
75112,0.6940948693126815,0.40771637122002086,0.9097888675623801,42910,166600,94010
75132,0.5726040658276863,0.1246089676746611,0.7696737044145874,-36610,186130,25830
