T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
1005192,0.53,0.64375,0.3056696795398521,14980,6720,-70350
1005212,0.5333333333333333,0.65125,0.32046014790468363,7140,4270,-59080
1005232,0.5977777777777777,0.65875,0.27280197206244866,3850,-3850,-41650
1005252,0.5688888888888889,0.58125,0.21939194741166804,6510,-8540,-28490
1005272,0.6911111111111111,0.62375,0.20213640098603122,3010,10850,-20580
1005292,0.5544444444444444,0.6275,0.28512736236647496,-10640,44870,-4760
1005312,0.5522222222222222,0.65,0.28512736236647496,-11760,56350,-7070
1005332,0.5211111111111111,0.61875,0.23500410846343467,3080,36120,-12810
1005352,0.42444444444444446,0.6425,0.2999178307313065,210,23730,-11410
1005372,0.37555555555555553,0.59875,0.27855382087099423,-18690,12180,-12250
1005392,0.49666666666666665,0.6,0.26787181594083814,-36960,1820,-17990
1005412,0.4766666666666667,0.5625,0.2777321281840592,-29190,-1890,-17990
1005432,0.4955555555555556,0.5825,0.2637633525061627,-13160,8330,-12250
1005452,0.44222222222222224,0.605,0.2736236647493837,-910,8400,-770
1005472,0.44222222222222224,0.5475,0.2826622843056697,-840,7910,2170
1005492,0.4588888888888889,0.57875,0.32046014790468363,-2450,3360,3850
1005512,0.46111111111111114,0.56375,0.3040262941659819,1750,10080,3850
1005532,0.45666666666666667,0.54,0.23089564502875926,-2940,28280,-2800
1005552,0.3711111111111111,0.59,0.2818405916187346,-3640,41230,-5320
1005572,0.3877777777777778,0.5675,0.27937551355792933,6370,48090,3220
1005592,0.39666666666666667,0.58375,0.2736236647493837,13440,27860,11200
1005612,0.41555555555555557,0.56,0.2686935086277732,7350,16100,14700
1005632,0.3788888888888889,0.5975,0.32539030402629415,3920,25200,9380
1005652,0.3477777777777778,0.53875,0.3122432210353328,9030,24920,5390
1005672,0.3511111111111111,0.6025,0.27937551355792933,7700,13930,0
1005692,0.36333333333333334,0.58375,0.30156121610517667,7140,2240,-14560
1005712,0.32,0.62875,0.29663105998356615,16730,8820,-29680
1005732,0.3322222222222222,0.65,0.2990961380443714,21280,17570,-42980
1005752,0.35888888888888887,0.58,0.30977814297452755,12740,10010,-46270
1005772,0.3422222222222222,0.49875,0.3451109285127362,-910,-8820,-41720
1005792,0.3977777777777778,0.5875,0.29580936729663104,-13440,-26530,-41160
1005812,0.37333333333333335,0.61375,0.29252259654889073,-13650,-40040,-44730
1005832,0.40444444444444444,0.60375,0.3171733771569433,-7000,-39550,-45150
1005852,0.4033333333333333,0.605,0.29170090386195563,2450,-19250,-38570
1005872,0.41888888888888887,0.65,0.2982744453574363,14630,-34160,-31500
1005892,0.3711111111111111,0.695,0.3073130649137223,26180,-57050,-37660
1005912,0.5188888888888888,0.6575,0.1865242399342646,26880,-89670,-43890
1005932,0.5222222222222223,0.65625,0.17502054231717337,30240,-97230,-38220
1005952,0.5688888888888889,0.67375,0.22021364009860311,25200,-67690,-29470
1005972,0.4677777777777778,0.725,0.3861955628594905,-3010,-11270,-24150
1005992,0.5277777777777778,0.7175,0.2875924404272802,-10080,9800,-14770
1006012,0.5388888888888889,0.715,0.2818405916187346,17430,-17710,-7070
1006032,0.5255555555555556,0.68875,0.29745275267050125,15470,-33950,-8540
1006052,0.54,0.675,0.2703368940016434,-4200,-38920,-6860
1006072,0.7333333333333333,0.49875,0.3286770747740345,-27370,-45290,-7560
1006092,0.7066666666666667,0.555,0.31306491372226786,-6300,-40320,-31570
1006112,0.6877777777777778,0.7775,0.3056696795398521,68880,-37730,-113330
1006132,0.6155555555555555,0.955,0.0,156170,-57190,-198170
1006152,0.48444444444444446,0.7925,0.3163516844700082,122010,23170,-174650
1006172,0.44555555555555554,0.87125,0.36154478225143794,15400,99540,-76090
1006192,0.4911111111111111,0.8,0.3401807723911257,-12530,70420,-44660
1006212,0.4822222222222222,0.79875,0.2990961380443714,-24010,27720,-35000
1006232,0.4811111111111111,0.76625,0.28923582580115037,-38990,6230,-49490
1006252,0.5466666666666666,0.67,0.2399342645850452,-58030,3850,-63630
1006272,0.4988888888888889,0.73875,0.2990961380443714,-51870,8540,-61810
1006292,0.47333333333333333,0.7425,0.3229252259654889,-28420,13510,-49420
1006312,0.4766666666666667,0.775,0.3286770747740345,-22750,18550,-50120
1006332,0.5177777777777778,0.68875,0.25390304026294164,-26740,20860,-58030
1006352,0.4911111111111111,0.7675,0.2999178307313065,-31640,23730,-64610
1006372,0.4633333333333333,0.6925,0.31306491372226786,-12460,24430,-53830
1006392,0.43222222222222223,0.7525,0.3179950698438784,-1610,23520,-47250
1006412,0.4077777777777778,0.7925,0.34264585045193097,-5600,19530,-48160
1006432,0.3688888888888889,0.79,0.3771569433032046,-8610,22960,-61880
1006452,0.43444444444444447,0.67625,0.3829087921117502,-280,35140,-78050
1006472,0.4088888888888889,0.65625,0.2612982744453574,3150,47180,-89040
1006492,0.31666666666666665,0.79125,0.24239934264585045,-9800,52220,-88480
1006512,0.29888888888888887,0.78875,0.323746918652424,-21490,36400,-83860
1006532,0.37666666666666665,0.52,0.33442892358258014,-24290,24220,-90510
1006552,0.3611111111111111,0.4525,0.3188167625308135,-27300,23100,-97440
1006572,0.31,0.5525,0.3278553820870994,-27090,25900,-92470
1006592,0.2388888888888889,0.67,0.31306491372226786,-30870,25130,-82530
1006612,0.2511111111111111,0.56,0.20460147904683648,-27580,27160,-76790
1006632,0.27666666666666667,0.45125,0.15858668857847166,-12040,36120,-79660
1006652,0.27444444444444444,0.415,0.21939194741166804,-15680,33460,-84000
1006672,0.20666666666666667,0.5225,0.2407559572719803,-30030,21630,-76930
1006692,0.16555555555555557,0.5425,0.20788824979457682,-29960,16940,-67410
1006712,0.2088888888888889,0.49375,0.114215283483977,-10710,26110,-64820
1006732,0.20444444444444446,0.4925,0.16269515201314708,1540,32410,-69790
1006752,0.15444444444444444,0.52125,0.20788824979457682,7280,24850,-70000
1006772,0.15888888888888889,0.49875,0.22678718159408381,15190,-2380,-61810
1006792,0.24222222222222223,0.50125,0.19638455217748563,4480,-5250,-65590
1006812,0.2822222222222222,0.40125,0.21281840591618734,23380,3360,-62090
1006832,0.2911111111111111,0.4175,0.21364009860312244,22540,4690,-58240
1006852,0.25222222222222224,0.52125,0.26622843056696793,560,-3220,-55580
1006872,0.24,0.57125,0.2563681183237469,-2380,-7420,-52430
1006892,0.25,0.4725,0.3368940016433854,12110,-6300,-51310
1006912,0.36333333333333334,0.36,0.323746918652424,1540,-9170,-57190
1006932,0.3022222222222222,0.4525,0.30073952341824156,-28980,-5110,-58520
1006952,0.35555555555555557,0.475,0.1799506984387839,-15330,3150,-42070
